#separator:,
#html:true
#if matches:keep both
#notetype:Spanish Conjugation
#deck:Spanish::conjugación::All verbs::irregulares
#columns:question,infinitivo,polski,english,person,case,conj_espanol,conj_polski,irregular,hint,tags
"tocar, usted, imperativo",tocar,dotykać,to touch,ud,imperativo,to<em>qu</em>e,,true,,
"tocar, ns, imperativo",tocar,dotykać,to touch,ns,imperativo,to<em>qu</em>emos,,true,,
"tocar, ustedes, imperativo",tocar,dotykać,to touch,uds,imperativo,to<em>qu</em>en,,true,,
"alcanzar, yo, pret. indefinido",alcanzar,sięgać,to reach,yo,pret_indefinido,alcan<em>c</em>é,,true,,
"alcanzar, usted, imperativo",alcanzar,sięgać,to reach,ud,imperativo,alcan<em>c</em>e,,true,,
"alcanzar, ns, imperativo",alcanzar,sięgać,to reach,ns,imperativo,alcan<em>c</em>emos,,true,,
"alcanzar, ustedes, imperativo",alcanzar,sięgać,to reach,uds,imperativo,alcan<em>c</em>en,,true,,
"producir, yo, presente",producir,produkować,to produce,yo,presente,produ<em>z</em>co,,true,,
"producir, yo, pret. indefinido",producir,produkować,to produce,yo,pret_indefinido,produ<em>je</em>,,true,,
"producir, tú, pret. indefinido",producir,produkować,to produce,tu,pret_indefinido,produ<em>j</em>iste,,true,,
"producir, él, pret. indefinido",producir,produkować,to produce,el,pret_indefinido,produ<em>jo</em>,,true,,
"producir, ns, pret. indefinido",producir,produkować,to produce,ns,pret_indefinido,produ<em>j</em>imos,,true,,
"producir, vs, pret. indefinido",producir,produkować,to produce,vs,pret_indefinido,produ<em>j</em>isteis,,true,,
"producir, ellos, pret. indefinido",producir,produkować,to produce,ellos,pret_indefinido,produ<em>j</em>eron,,true,,
"producir, usted, imperativo",producir,produkować,to produce,ud,imperativo,produ<em>z</em>ca,,true,,
"producir, ns, imperativo",producir,produkować,to produce,ns,imperativo,produ<em>z</em>camos,,true,,
"producir, ustedes, imperativo",producir,produkować,to produce,uds,imperativo,produ<em>z</em>can,,true,,
"sustituir, yo, presente",sustituir,zastępować,to substitute,yo,presente,sustitu<em>y</em>o,,true,,
"sustituir, tú, presente",sustituir,zastępować,to substitute,tu,presente,sustitu<em>y</em>es,,true,,
"sustituir, él, presente",sustituir,zastępować,to substitute,el,presente,sustitu<em>y</em>e,,true,,
"sustituir, ellos, presente",sustituir,zastępować,to substitute,ellos,presente,sustitu<em>y</em>en,,true,,
"sustituir, él, pret. indefinido",sustituir,zastępować,to substitute,el,pret_indefinido,sustitu<em>y</em>ó,,true,,
"sustituir, ellos, pret. indefinido",sustituir,zastępować,to substitute,ellos,pret_indefinido,sustitu<em>y</em>eron,,true,,
"sustituir, yo, presente progresivo",sustituir,zastępować,to substitute,yo,presente_progresivo,estoy sustitu<em>y</em>endo,,true,,
"sustituir, tú, presente progresivo",sustituir,zastępować,to substitute,tu,presente_progresivo,estás sustitu<em>y</em>endo,,true,,
"sustituir, él, presente progresivo",sustituir,zastępować,to substitute,el,presente_progresivo,está sustitu<em>y</em>endo,,true,,
"sustituir, ns, presente progresivo",sustituir,zastępować,to substitute,ns,presente_progresivo,estamos sustitu<em>y</em>endo,,true,,
"sustituir, vs, presente progresivo",sustituir,zastępować,to substitute,vs,presente_progresivo,estáis sustitu<em>y</em>endo,,true,,
"sustituir, ellos, presente progresivo",sustituir,zastępować,to substitute,ellos,presente_progresivo,están sustitu<em>y</em>endo,,true,,
"sustituir, tú, imperativo",sustituir,zastępować,to substitute,tu,imperativo,sustitu<em>y</em>e,,true,,
"sustituir, usted, imperativo",sustituir,zastępować,to substitute,ud,imperativo,sustitu<em>y</em>a,,true,,
"sustituir, ns, imperativo",sustituir,zastępować,to substitute,ns,imperativo,sustitu<em>y</em>amos,,true,,
"sustituir, ustedes, imperativo",sustituir,zastępować,to substitute,uds,imperativo,sustitu<em>y</em>an,,true,,
"aprobarse, yo, presente",aprobarse,aprobować,to pass,yo,presente,me apr<em>ue</em>bo,,true,,
"aprobarse, tú, presente",aprobarse,aprobować,to pass,tu,presente,te apr<em>ue</em>bas,,true,,
"aprobarse, él, presente",aprobarse,aprobować,to pass,el,presente,se apr<em>ue</em>ba,,true,,
"aprobarse, ellos, presente",aprobarse,aprobować,to pass,ellos,presente,se apr<em>ue</em>ban,,true,,
"aprobarse, tú, imperativo",aprobarse,aprobować,to pass,tu,imperativo,apr<em>ué</em>bate,,true,,
"aprobarse, usted, imperativo",aprobarse,aprobować,to pass,ud,imperativo,apr<em>ué</em>bese,,true,,
"aprobarse, ustedes, imperativo",aprobarse,aprobować,to pass,uds,imperativo,apr<em>ué</em>bense,,true,,
